perfis,grauSatisfacao,observacao,versao,dataHora,municipio
"[""ESCUTA INICIAL"",""OUTRO PROF. NÍVEL SUPERIOR""]",SATISFEITO,"A parte da nutrição e toda a equipe da saúde se beneficiaria com a introdução  da análise do parâmetro de risco cardiovascular ""Relação Cintura Quadril - RCQ""",5.0.7,23-09-2022 11:39:33,AGRICOLÂNDIA/PI
"[""MÉDICO"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,Está muito ruim o uso de PEC em dispositivos móveis desde a última atualização.,5.0.7,23-09-2022 11:39:56,ARACATI/CE
"[""OUTRO PROF. NÍVEL SUPERIOR"",""ESCUTA INICIAL"",""DIGITADOR"",""PERFIL"",""AGENDADORA"",""COORDENADOR DA UBS"",""COORDENADOR AD""]",INDIFERENTE,O sistema ficou mais difícil e confuso,5.0.7,23-09-2022 11:39:59,LEÓPOLIS/PR
"[""MÉDICO AD"",""MÉDICO"",""AGENDA"",""ESCUTA INICIAL""]",INSATISFEITO,Muita informação para ser preenchida fazendo o medico perder mais tempo com preenchimento do que dando mais assistência ao paciente.,5.0.7,23-09-2022 11:43:23,ITAQUI/RS
"[""ESCUTA INICIAL"",""DIGITADOR"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",SATISFEITO,gostaria de saber porque o cadweb nao esta sincronizando com o e-sus,5.0.7,23-09-2022 11:43:31,SÃO JOAQUIM DE BICAS/MG
"[""AGENDADOR"",""DIGITADOR"",""BALCAO"",""RECEPÇÃO""]",INSATISFEITO,"não há integração com o CAD SUS,  HÁ 5 MESES, dificultando e duplicando cadastros.
Sistema deveria nos avisar de consultas/exames já solicitados e marcados para os pacientes,  pois isso tem ocorrido duplicidade de consultas /exames.
Os pacientes não relatam o que já foi pedido, e nem apresentam os exames anteriores.
Se paciente já passou em outra unidade e mudou-se, por não haver o sincronismo com o CAD SUS, os exames feitos anteriormente são perdidos, e novamente o pcte faz os mesmos exames.",5.0.7,23-09-2022 11:44:20,SÃO CARLOS/SP
"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",INSATISFEITO,Visualmente o sistema esta com poluição visual,5.0.7,23-09-2022 11:46:30,AMÉRICO BRASILIENSE/SP
"[""ESCUTA INICIAL"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM""]",INSATISFEITO,"Quando digita a vacina de 15 meses a varicela mais scr a tetra fica em vermelho como atrasada, a vacina da criança nunca fica certa",5.0.7,23-09-2022 11:46:35,COLÔMBIA/SP
"[""CIRURGIÃO DENTISTA"",""ESCUTA INICIAL""]",INSATISFEITO,muitas informações numa mesma tela,5.0.7,23-09-2022 11:48:41,ALVORADA DO GURGUÉIA/PI
"[""ESCUTA INICIAL"",""COORDENADOR DA UBS"",""ENFERMEIRO"",""AGENDAR""]",SATISFEITO,o fato de não conectar com o CadSUS atrapalha,5.0.7,23-09-2022 11:51:35,PRIMAVERA DO LESTE/MT
"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",SATISFEITO,PRECISA -SE TER A OPÇÃO DE  DELETAR REGISTROS ERRADOS,5.0.7,23-09-2022 11:52:25,BURITI ALEGRE/GO
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO"",""ESCUTA INICIAL""]",INSATISFEITO,"sim,penso que  os programas deveriam conversar entre si,para não haver tanta duplicidade.
Quando cadastramos no cidadão já ser automaticamente no individual, onde o campo do responsável seja obrigatório, assim evita- se duplicidade.
Maior agilidade no processo de inconsistências, podendo ser gerado no mesmo período. Evitando assim duplicidade.",5.0.7,23-09-2022 11:54:40,BRASÍLIA/DF
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",SATISFEITO,"ainda utilizei muito, mas faz muita falta a base nacional para conferir os dados corretamente",5.0.7,23-09-2022 12:00:05,CEREJEIRAS/RO
"[""MÉDICO"",""ESCUTA INICIAL""]",SATISFEITO,Melhorar o sistema de auto-save para não haver perda do prontuário.,5.0.7,23-09-2022 12:01:19,DONA EUZÉBIA/MG
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO"",""ESCUTA INICIAL"",""AGENDA""]",SATISFEITO,"SOLICITO CAIXA DE TEXTO NO CAMPO DE VISITA DOMICILIAR PARA O ACS.
SOLICITO A DISPONIBILIDADE DA FOLHA DE ROSTO PARA O ACS, COMO ERA NA VERSÃO 4.0.",5.0.7,23-09-2022 12:01:39,BRASÍLIA/DF
"[""RECEPÇÃO"",""ESCUTA INICIAL"",""MÉDICO"",""DIGITADOR""]",SATISFEITO,Atualizar a lista de medicações ...,5.0.7,23-09-2022 12:05:21,BRASÍLIA/DF
"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",MUITO_SATISFEITO,nao,5.0.7,23-09-2022 12:07:36,TANGUÁ/RJ
"[""ESCUTA INICIAL"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM""]",INSATISFEITO,"Porque não está atualizando, a maioria dos cartões que não estão cadastrados temos que cadastrar, e por isso perdemos temos digitando tudo , qdo que jogamos  o CPF para busca e já encontrava.",5.0.7,23-09-2022 12:08:12,ARARAS/SP
"[""MÉDICO"",""ESCUTA INICIAL""]",MUITO_SATISFEITO,mais praticidade,5.0.7,23-09-2022 12:08:19,CODAJÁS/AM
"[""ENFERMEIRO"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,gostaria que o atendimento individual e procedimentos fossem digitados na sequencia.,5.0.7,23-09-2022 12:10:18,JEQUIÉ/BA
"[""ADMINISTRADOR MUNICIPAL""]",MUITO_INSATISFEITO,"aba de procedimentos incluir para selecionar (Peso, altura, temperatura, pressão arterial)",5.0.7,23-09-2022 12:13:40,null
"[""MÉDICO"",""ESCUTA INICIAL"",""COORDENADOR DA UBS""]",MUITO_INSATISFEITO,"INSTABILIDADE
FALTA DE CRITÉRIOS DE PRIORIDADDE PARA ATENDIMENTO",5.0.7,23-09-2022 12:13:50,PARNAMIRIM/RN
"[""MÉDICO"",""ESCUTA INICIAL""]",SATISFEITO,ainda em adaptação,5.0.7,23-09-2022 12:17:02,RIO CLARO/RJ
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",INSATISFEITO,Eu como ACS não tenho opção de na própria ficha de visita inserir observação em relação ao paciente visitado.,5.0.7,23-09-2022 12:17:40,PARNAMIRIM/RN
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO"",""ESCUTA INICIAL"",""DIGITADOR""]",INSATISFEITO,a comunicação do cidadão com o cadsus praticamente não existe. dificultando muito a atualização do cadastro do cidadão. Pois temos que fazer todo o preenchimento manual sem colocar o numero do CNS do cidadão.,5.0.7,23-09-2022 12:21:59,BRASÍLIA/DF
"[""RECEPÇÃO""]",MUITO_INSATISFEITO,"não esta funcionando a busca nacional, nos precisamos consultar o nacional",5.0.7,23-09-2022 12:23:11,RIO GRANDE/RS
"[""DIGITADOR""]",SATISFEITO,"está faltando a opção de gestante em algumas fichas, pois temos vários atendimentos q elas recebem , porem nem todos podem ser marcados pre natal. fichas q falta a opção de gestante ( ficha de procedimento, ficha de atendimento individual, atendimento domiciliar,)",5.0.7,23-09-2022 12:43:45,PAUINI/AM
"[""OUTRO PROF. NÍVEL SUPERIOR"",""ESCUTA INICIAL""]",INSATISFEITO,sistema trava sempre.,5.0.7,23-09-2022 12:52:57,NOVA ANDRADINA/MS
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",SATISFEITO,"a minha sugestão e que o relátorio seja impresso com a data de nascimento,",5.0.6,23-09-2022 12:59:31,PELOTAS/RS
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO"",""ESCUTA INICIAL""]",INDIFERENTE,"lancar visitas so com endereço, deveria ser possível. Muitas casa fechadas que estão sendo visitadas e não estão sendo lançadas como visita, por não ter os dados dos moradores.",5.0.7,23-09-2022 13:03:15,BRASÍLIA/DF
"[""FARMACÊUTICO"",""AGENDA/EVOLUÇÃO/DIGITADOR/ATENDIMENTO""]",SATISFEITO,"-Permitir prescrição pelo farmacêutico, conforme permitido na legislação e protocolos.
-No CDS, ao registrar grupo, permitir buscar o paciente pelo nome",5.0.7,23-09-2022 13:03:45,BRASÍLIA/DF
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",SATISFEITO,Lago da pedra,5.0.7,23-09-2022 13:16:25,LAGO DA PEDRA/MA
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",INSATISFEITO,"As famílias cadastradas sai do pec , o sistema muda da casa pro CPF, as pessoas cadastradas não aparece no sistema.",5.0.7,23-09-2022 13:18:39,QUIXERÉ/CE
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO"",""ESCUTA INICIAL"",""VISUALIZAR PRONTUÁRIOS""]",MUITO_INSATISFEITO,"Sou Acs, faço  acolhimento e triagem , porém, no meu login só aparece o ícone de escuta inicial, e posso fazer a quantidade que for de escuta, que não tenho produtividade, a produtividade só fica pro outro profissional que atenderá o paciente, digo pro médico ou enfermeiro. não tenho o ícone ""atender "" entre outros, sem contar que o sistema não interage com o cadsus em tempo real.",5.0.7,23-09-2022 13:19:02,BRASÍLIA/DF
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",INSATISFEITO,Sistema atualmente não está sincronizando com o CADSUS.,5.0.7,23-09-2022 13:20:45,IPUEIRAS/CE
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""PERFIL PARA ACESSO TECNICO"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,nao acha mais ninguem no sistema,5.0.7,23-09-2022 13:29:50,ARARAQUARA/SP
"[""ESCUTA INICIAL"",""ENFERMEIRO"",""RECEPÇÃO PRINCIPAL""]",MUITO_SATISFEITO,funcionalidade perfeita,5.0.7,23-09-2022 13:53:17,CRISTIANO OTONI/MG
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",INDIFERENTE,Informações demaram a atualização,5.0.7,23-09-2022 13:54:46,ESPERANTINA/PI
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",INSATISFEITO,Deixando a desejar nada funciona,5.0.7,23-09-2022 13:59:39,JEQUIÉ/BA
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",INSATISFEITO,Poderia a sincronização com o app desse sempre em relação as inconsistências  do PC poderia não seguir em frente antes de zerar todas como no app,5.0.7,23-09-2022 14:00:37,ITAQUAQUECETUBA/SP
"[""UNIFICACAO DE CADASTROS"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE COM CIDADÃO""]",SATISFEITO,deveria permitir a abertura de duas abas. data de nascimento dos pacientes quando os relatórios fossem gerados.,5.0.7,23-09-2022 14:01:58,FOZ DO IGUAÇU/PR
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",MUITO_INSATISFEITO,"A  cada atualização  nos perdemos acesso tanto na pesquisa quanto na atualização  dos cadastro. A pesquisa  do cadsus, sempre temporariamente  indisponível,  não nos permite  acesso  a base nacional  de modo que não conseguimos a corrigir  as inconsistências",5.0.7,23-09-2022 14:12:15,PARNAMIRIM/RN
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO"",""ESCUTA INICIAL"",""AGENDA"",""UNIFICAÇÃO DE CADASTRO"",""DIGITADOR""]",INDIFERENTE,"O CIDADÃO NÃO ESTA FUNCIONANDO, DIFICULTANDO A BUSCA E ATUALIZAÇÃO DAS PESSOAS, EACREDITO QUE ATRASA O TRABALHO.",5.0.7,23-09-2022 14:14:29,BRASÍLIA/DF
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",INSATISFEITO,"Há mais de três meses que não  conseguimos fazer atualizações nos cadastros, pois não temos acesso ao cadastro nacional .  
As unificações de cadastros deveriam ser feitas no próprio sistema dos agentes de saúde",5.0.7,23-09-2022 14:25:46,PARNAMIRIM/RN
"[""ESCUTA INICIAL"",""MÉDICO""]",INSATISFEITO,Página poluída com muitas informações. Preferia a versão anterior.,5.0.7,23-09-2022 14:52:11,CABEDELO/PB
"[""ENFERMEIRO AD"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""DIGITADOR"",""ENFERMEIRO"",""ESCUTA INICIAL"",""RECEPÇÃO""]",INSATISFEITO,não consigo tirar relatório de vacina,5.0.7,23-09-2022 15:29:39,SUMARÉ/SP
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",SATISFEITO,ao cadastrar paciente fazer preenchimento automático via acesso de cad sus.  Ao colocar cartao ou cpf paciente preencher automatico na vd.,5.0.7,23-09-2022 15:44:43,NOVA FRIBURGO/RJ
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,falta mais opcoes de relatorio detalhado,5.0.7,23-09-2022 16:03:08,ROSANA/SP
"[""RECEPÇÃO"",""ESCUTA INICIAL"",""TSB - TÉCNICO DE SAÚDE BUCAL""]",MUITO_INSATISFEITO,"travando muito, e caindo sempre o sinal do sistema.",5.0.7,23-09-2022 16:05:01,PARNAMIRIM/RN
"[""ESCUTA INICIAL"",""CIRURGIÃO DENTISTA""]",SATISFEITO,melhorou muito,5.0.7,23-09-2022 16:14:51,GUARDA-MOR/MG
"[""ESCUTA INICIAL"",""COORDENADOR DA UBS"",""OUTRO PROF. NÍVEL SUPERIOR""]",INSATISFEITO,"Ainda não sei o grau de minha satisfação ou não ... não vi tudo, para poder opinar.
Acho que deveria ter mais tempo para fazer os registros tardios no PEC, durante todo o mês. Mas isso já era assim na outra versão",5.0.7,23-09-2022 16:28:17,AMÉRICO BRASILIENSE/SP
"[""RECEPÇÃO""]",MUITO_SATISFEITO,"Continue sempre Inovando, trazendo formas simples com Tecnologias Novas para facilitar o nosso Dia a Dia",5.0.7,23-09-2022 17:00:27,CUIABÁ/MT
"[""DIGITADOR"",""MÉDICO"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,"pagina muito poluida, com muitas abas na tela ao mesmo tempo",5.0.7,23-09-2022 17:07:21,CÂNDIDO MOTA/SP
"[""ESCUTA INICIAL"",""MÉDICO"",""VISUALIZAR PRONTUÁRIOS"",""AGENDA/EVOLUÇÃO/DIGITADOR/ATENDIMENTO"",""UNIFICAÇÃO DE CADASTRO"",""DIGITADOR""]",MUITO_SATISFEITO,"Estamos muito bem no aspecto de software. 

Ao meu ver, se faz necessária a atualização do Hardware, desde a máquina usada para colher os dados, passando pelos equipamentos necessários para transmitir e armazenar os dados, e imprescidíveis sistemas de rede atuais com tecnologia e velocidade suficientes para não haver desculpas para não haver indicadores confiáveis.",5.0.7,23-09-2022 17:33:16,BRASÍLIA/DF
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""CADASTRO CIDADÃO""]",INSATISFEITO,"Muitos travamentos e fica fora do ar. Uma outra sugestão, deixar espaço na RPI do acs para relatar ocorrido na visita.",5.0.7,23-09-2022 17:43:22,PALMAS/TO
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",INDIFERENTE,"Tem muita coisa pra melhorar.
1.sincronização automatica;
2.A base do CADSUS ficar sempre disponivel;
3.Mais estabilidade, o sistema some com atualizações e visitas que fazemos;
4.melhorar os filtros para ver as condições de saude;
5.nas condições de saude ,não mostrar apenas a quantidade,mas também quem são os pacientes.",5.0.7,23-09-2022 17:52:33,SIRINHAÉM/PE
"[""COORDENADOR DA UBS"",""AGENDADOR"",""DIGITADOR"",""BALCAO"",""RECEPÇÃO"",""ESCUTA INICIAL"",""MÉDICO""]",MUITO_SATISFEITO,Muito boa!,5.0.7,23-09-2022 19:02:31,SÃO CARLOS/SP
"[""COORDENADOR DA UBS""]",INDIFERENTE,Na prescrição manual ainda não é possível ajustar as dose para crianças dependendo da medicação,5.0.7,23-09-2022 20:11:31,FLORIANO/PI
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO"",""ESCUTA INICIAL"",""DIGITADOR""]",MUITO_INSATISFEITO,não funciona.,5.0.7,23-09-2022 20:19:34,BRASÍLIA/DF
"[""OUTRO PROF. NÍVEL SUPERIOR"",""ESCUTA INICIAL""]",INSATISFEITO,o soap ficou mais complicado de ser feito...,5.0.7,23-09-2022 20:19:51,MAMANGUAPE/PB
"[""CARTÃO SUS""]",SATISFEITO,no momento não,5.0.7,23-09-2022 22:19:59,ARARAQUARA/SP
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",MUITO_SATISFEITO,deveria melhora um pouco mais. exmplos as consitencia,5.0.7,23-09-2022 22:30:53,LAGOA DO ITAENGA/PE
"[""ESCUTA INICIAL"",""COORDENADOR DA UBS"",""ENFERMEIRO""]",SATISFEITO,"ficou muito boa ultimas mudanças, o que precisaria para melhorar é ter como anexar fotos ou documentos no prontuário do paciente, por exemplo foto de acompanhamento de feridas, documentos vindos do ministério publico ou conselho do idoso ou tutelar. Seria legal",5.0.7,24-09-2022 10:41:30,CAMPINA DA LAGOA/PR
"[""OUTRO PROF. NÍVEL SUPERIOR"",""ESCUTA INICIAL"",""AGENDA"",""DIGITADOR""]",MUITO_INSATISFEITO,registro tardio,5.0.7,24-09-2022 11:05:41,BRASÍLIA/DF
"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM AD"",""ESCUTA INICIAL"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM""]",MUITO_SATISFEITO,poderia especificar em alum local dentro do prontuario fixo com campo para alergias do cliente especifico para o atendimento medico e enfermagem sendo ja especificado no espelho do mesmo .,5.0.7,24-09-2022 17:17:15,MARÍLIA/SP
"[""COORDENADOR DA UBS""]",MUITO_INSATISFEITO,cidadão não sincroniza com o cadweb,5.0.7,24-09-2022 19:30:20,MONDAÍ/SC
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL"",""RECEPÇÃO""]",SATISFEITO,gostaria que tivesse um campo no sistema onde mostrasse tododos hipertenssos e diabetios atraves de suas identificaçoes assi como as gestantes,5.0.7,25-09-2022 01:32:03,CAMPINA DA LAGOA/PR
"[""ESCUTA INICIAL"",""MÉDICO""]",INSATISFEITO,"muita informação, repetitivo.",5.0.7,25-09-2022 11:18:38,SÃO JORGE/RS
"[""COORDENADOR DA UBS""]",MUITO_INSATISFEITO,"falta relatorios nominal sintetico, paa acompanhamento dos indicadores",5.0.10,25-09-2022 11:26:17,MARECHAL DEODORO/AL
"[""ESCUTA INICIAL"",""MÉDICO""]",SATISFEITO,"Muitos pacientes me informam o número do CNS, contudo quando entro no sistema, este informa que não está correto. Existem vários CNS que não são válidos, assim tenho que lançar apenas a data de nascimento. Será que os CNS estão inválidos ou existe algum tipo de incompatibilidade do software?",5.0.7,25-09-2022 13:31:06,VITÓRIA DE SANTO ANTÃO/PE
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",MUITO_INSATISFEITO,não esta sincronizando  no cidadão a mais de quatro meses  e a plataforma não tem muita opção para visitas como retorno para informações poies nos  voltamos a uma casa as vezes mais de uma vez no mês,5.0.7,25-09-2022 13:46:54,PARNAMIRIM/RN
"[""ESCUTA INICIAL"",""MÉDICO""]",MUITO_INSATISFEITO,"O sistema apresenta episódios frequentes de instabilidade que acaba, por várias vezes, deletando informações já adicionadas ou até mesmo dificultando adicionar novas informações.",5.0.7,25-09-2022 15:17:07,UMBAÚBA/SE
"[""ESCUTA INICIAL"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM""]",INSATISFEITO,trava muito,5.0.7,26-09-2022 09:51:14,INDAIATUBA/SP
"[""COORDENADOR DA UBS"",""COORDENADOR AD"",""ESCUTA INICIAL"",""MÉDICO""]",SATISFEITO,"ainda não tem opção comprimido nas receitas pra preenchimento manual, nem xarope",5.0.7,26-09-2022 10:01:16,MARÍLIA/SP
"[""AGENDA"",""RECEPÇÃO"",""COORDENADOR DA UBS"",""DIGITADOR"",""ESCUTA INICIAL"",""ENFERMEIRO""]",SATISFEITO,SUGIRO ACRESCENTAR ENDEREÇO DO PACIENTE NOS ENCAMINHAMENTOS PARA ESPECIALIDADES.,5.0.7,26-09-2022 10:02:09,MARÍLIA/SP
"[""AGENDA"",""ESCUTA INICIAL"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM""]",INSATISFEITO,DIFICULDADE NA DIGITAÇÃO DO TARDIO.,5.0.7,26-09-2022 10:09:43,MARÍLIA/SP
"[""AGENDA"",""RECEPÇÃO"",""COORDENADOR DA UBS"",""DIGITADOR"",""ESCUTA INICIAL"",""MÉDICO""]",SATISFEITO,Até o momento ainda não foi corrigido o Fenobarbital receita AZUL por branca carbonada? Não é algo relevante o CNS no atestado licença maternidade? por exemplo!,5.0.7,26-09-2022 10:10:05,MARÍLIA/SP
"[""CIRURGIÃO DENTISTA"",""ESCUTA INICIAL"",""AGENDA""]",INSATISFEITO,O odontograma é ruim para escrever procedimentos e observações. No campo de escuta inicial a THD não consegue lançar entrega de escovas,5.0.7,26-09-2022 10:12:21,BRASÍLIA/DF
"[""RECEPÇÃO"",""ESCUTA INICIAL"",""MÉDICO"",""DIGITADOR""]",SATISFEITO,poderia ter uma forma  para ver toda a historia / consultas do paciente sem ter que abrir  atendimento  por atendimento,5.0.7,26-09-2022 10:13:10,BRASÍLIA/DF
"[""ESCUTA INICIAL"",""CIRURGIÃO DENTISTA""]",SATISFEITO,Um local para lançar as faltas dos pacientes,5.0.7,26-09-2022 10:17:40,CRISTALINA/GO
"[""ESCUTA INICIAL"",""MÉDICO""]",SATISFEITO,"Falta alguns tipos de ultrassonografias (partes moles, por exemplo) e também falta um campo para colocar resultado de biópsia",5.0.7,26-09-2022 10:20:59,NATAL/RN
"[""RECEPÇÃO"",""ESCUTA INICIAL"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""AUXILIAR OU TECNICO DE ENFERMAGEM DA ESF""]",INDIFERENTE,muitas inconsistências.,5.0.7,26-09-2022 10:22:44,BRASÍLIA/DF
"[""TECNICO DE ENFERMAGEM SÃO JORGE"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",INDIFERENTE,Está multiplicando os atendimentos dos pacientes.,5.0.7,26-09-2022 10:27:31,SÃO JORGE/RS
"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",MUITO_SATISFEITO,"estar faltando aparecer classificação de risco os quadrinhos nas cores azul,amarelo e vermelo para todos os pacientes para ser classificado.",5.0.7,26-09-2022 10:32:49,SANTA RITA DE CÁSSIA/BA
"[""OUTRO PROF. NÍVEL SUPERIOR"",""ESCUTA INICIAL""]",INSATISFEITO,"a formatação ficou confusa, misturada",5.0.7,26-09-2022 10:34:58,null
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",INSATISFEITO,"Olá, bom dia. Sou agente comunitário de saúde, e atualmente sinto muita falta de um espaço no CDS visita domiciliar para acrescentar informações por escrito das visitas. Muitas vezes volto das visitas com informações muito relevante sobre o paciente, e não encontro na ficha atual uma opção que transmita aquela informação.",5.0.7,26-09-2022 10:35:27,NATAL/RN
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",INDIFERENTE,"Campo telefone não permite colar. 
Cadastros duplicados ou ausentes, etc.",5.0.7,26-09-2022 10:40:27,NATAL/RN
"[""MÉDICO""]",INDIFERENTE,"caracteres continuam muito poucos, o sisreg pede muitas informações e não tem como descrever todo, pelos poucos caracteres.",5.0.7,26-09-2022 10:43:51,null
"[""ESCUTA INICIAL"",""MÉDICO""]",INDIFERENTE,"atualizar lista de medicamentos.
Muriaé",5.0.7,26-09-2022 10:44:25,MURIAÉ/MG
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",SATISFEITO,"poderia ter campo para ACS escrever ,sobre medicamento e sobre as visitas",5.0.7,26-09-2022 10:47:33,NOVA ESPERANÇA/PR
"[""MÉDICO"",""ESCUTA INICIAL""]",SATISFEITO,"Senti falta da função de ""tirar a formatação"" do texto.. às vezes quando a gente copia e cola algo fica com as letras de tamanhos diferentes. Seria válido ter uma opção nesse sentido.",5.0.7,26-09-2022 10:48:59,null
"[""ESCUTA INICIAL"",""CIRURGIÃO DENTISTA""]",INDIFERENTE,Falta algumas atendimento na odonto,5.0.7,26-09-2022 10:49:08,MARILENA/PR
